Title,Description,Sentiment,Article URL,Date,ID,Service,Calculated
"Baerbock in der Ukraine: Trümmer, Träume und ein Drohnenalarm",Zwei Tage lang besucht Außenministerin Baerbock die Ukraine. Die Politikerin will damit ein Zeichen der Unterstützung senden. Doch dann holt sie der Kriegsalltag ein - und die Dienstreise endet abrupt. Von Georg Schwarte.,Negative,https://www.tagesschau.de/ausland/europa/baerbock-ukraine-132.html,2024-02-25T23:19:39.000Z,5e631c23-5c8d-4aa5-b34d-6985001c1cc0,TGS,-1
Belarus: Kritik nach Ende der Scheinwahlen,"Ohne Zwischenfälle, mit hoher Wahlbeteiligung - so ist die Parlamentswahl in Belarus aus Sicht des Regimes gelaufen. Kritiker sprechen dagegen von Scheinwahlen. Opposition und unabhängige Beobachter waren nicht zugelassen.",Negative,https://www.tagesschau.de/ausland/belarus-parlamentswahl-102.html,2024-02-25T21:38:55.000Z,f839ccd7-3197-45a6-bffb-a1617da3951f,TGS,-1
Selenskyj: 31.000 ukrainische Soldaten im Krieg getötet,"Bislang gab es keine offiziellen Angaben, wie viele ukrainische Soldaten im Krieg gefallen sind. Nun hat Präsident Selenskyj erstmals Zahlen genannt: Nach seinen Angaben wurden bislang 31.000 ukrainische Kämpfer getötet.",Negative,https://www.tagesschau.de/ausland/europa/ukraine-gefallene-soldaten-100.html,2024-02-25T18:55:31.000Z,4988e46f-443a-4d53-b164-cd49d447822d,TGS,-1
"Ukraine-Liveblog: ++ Mützenich: Kanzler wird ""Taurus""-Bedenken erläutern ++","Laut SPD-Fraktionschef Mützenich wird Kanzler Scholz bald seine Bedenken gegen eine ""Taurus""-Lieferung erläutern. Die Ukraine hat nach eigenen Angaben einen Plan für eine neue Offensive. Der Liveblog zum Nachlesen.",Neutral,https://www.tagesschau.de/newsticker/liveblog-ukraine-sonntag-396.html,2024-02-25T21:34:07.000Z,0ec27939-9776-40f8-a0fd-6f4e1344ac06,TGS,1
Stopp von Sozialausgaben: Baerbock erteilt Lindner-Vorschlag Absage,"Einig ist sich die Ampel, dass mehr Geld in die Verteidigung fließen muss. Unterschiedliche Ansichten gibt es darüber, woher das Geld kommen soll. Finanzminister Lindner will bei Sozialausgaben sparen. Das kommt für Außenministerin Baerbock nicht in Frage.",Negative,https://www.tagesschau.de/inland/innenpolitik/baerbock-bab-100.html,2024-02-25T19:15:39.000Z,5eda8e5c-d2be-46c6-bdc5-b31e2b86b0a9,TGS,-1
"Was ""Verdachtsfall"" und ""gesichert extremistisch"" bedeuten","Laut einem Medienbericht prüft das Bundesamt für Verfassungsschutz, ob es die AfD als ""gesichert extremistisch"" einstuft. Was sind die Voraussetzungen dafür, und was hätte es für Folgen? Von C. Kehlbach und F. Bräutigam.",Neutral,https://www.tagesschau.de/inland/innenpolitik/afd-einstufung-verfassungsschutz-100.html,2024-02-26T11:57:38.000Z,622b6422-a965-4356-ac7d-f0603992991f,TGS,1
Habeck will CO2-Speicherung auf hoher See ermöglichen,"Um die Klimaziele zu erreichen, soll Kohlendioxid aus Industrieanlagen künftig auch im Meeresboden gespeichert werden. Kritik an den Plänen von Wirtschaftsminister Habeck gibt es von Umweltverbänden - und auch bei den Grünen.",Neutral,https://www.tagesschau.de/wirtschaft/energie/endlager-kohlenstoffdioxid-meer-habeck-100.html,2024-02-26T14:23:57.000Z,71f5f7c1-1b33-4baf-bb54-54a1a007ef9e,TGS,1
Livestream: Die Nachrichten auf tagesschau24,"Aktuelle Meldungen, vertiefende Analysen und Interviews: Verfolgen Sie das Programm des ARD-Nachrichtenkanals tagesschau24 hier live.",Neutral,https://www.tagesschau.de/inland/livestream-ts24-104.html,2024-02-23T13:24:51.000Z,002f56c6-312b-46e7-9387-1bce03e7e859,TGS,1
FC Bayern bestätigt: Eberl wird neuer Sportvorstand,"Der FC Bayern hat einen neuen Sportvorstand: Max Eberl tritt die Nachfolge von Hasan Salihamidzic an, wie der Verein bestätigte. Eberl erhält einen Vertrag bis 30. Juni 2027.",Positive,https://www.sportschau.de/regional/br/br-fc-bayern-bestaetigt-eberl-wird-neuer-sportvorstand-102.html,2024-02-26T17:42:28.000Z,sportschau_fm-story-br24-U5NZyns,,0
tagesschau in 100 Sekunden,tagesschau in 100 Sekunden,Neutral,https://www.tagesschau.de/multimedia/sendung/tagesschau_in_100_sekunden/video-1310032.html,2024-02-26T18:43:20.000Z,790b723d-bdda-4d5c-a47c-f2227031817c,TGS,1
"Blickpunkte - Bilder des Tages, 26.02.24","Blickpunkte - Bilder des Tages, 26.02.24",Neutral,https://www.tagesschau.de/multimedia/bilder/blickpunkte-8532.html,2024-02-26T08:21:37.000Z,317a5015-f372-4938-9efb-fedd3985d06c,TGS,1
"Welche Spuren die ""Zeitenwende"" hinterlassen hat","Seit dem Angriffskrieg Russlands gegen die Ukraine hat sich auch in Deutschland viel verändert. Das Leben ist teurer geworden, die Bevölkerung ist müde. Welche Spuren haben die vergangenen Jahre hinterlassen? Von Nicole Kohnert.",Negative,https://www.tagesschau.de/inland/gesellschaft/zeitenwende-ermuedung-100.html,2024-02-25T10:03:05.000Z,dde78624-c89d-46eb-abfb-6ac1be00f35d,TGS,-1
"Zwei Jahre Vollinvasion: ""Die Ukraine muss in die Defensive gehen""","Munitionsmangel zwingt die ukrainische Armee dazu, im Krieg gegen Russland in die Defensive zu gehen, sagt der Militäranalyst Hendrik Remmel. Wie aber kann die Ukraine in die Offensive kommen - und was versteht der Westen unter einem Sieg Kiews?",Negative,https://www.tagesschau.de/ausland/europa/ukraine-zwei-jahre-krieg-100.html,2024-02-24T13:29:56.000Z,7ef533b5-30f1-4d2a-95ec-403b5382a10e,TGS,-1
Krieg gegen die Ukraine: Was geschah in Mariupol?,"Vor fast zwei Jahren begann die russische Belagerung von Mariupol. Humanitäre Organisationen haben seitdem untersucht, was während der Belagerung geschah. Zu den Zeugen des Angriffs zählt auch der achtjährige Jehor. Von S. Petersohn.",Negative,https://www.tagesschau.de/ausland/europa/mariupol-belagerung-100.html,2024-02-19T19:29:47.000Z,ab97450f-396b-4097-81de-cf5fe399c634,TGS,-1
Spenden: Hilfe für die Menschen in der Ukraine,"Wenn Sie für die Menschen in der Ukraine und Geflüchtete aus der Ukraine spenden wollen, finden Sie hier Hilfsorganisationen und Bankverbindungen.",Neutral,https://www.tagesschau.de/spendenkonten/spendenkonten-133.html,2024-02-21T06:56:43.000Z,tagesschau_9f5ee311-1db9-4bb6-b57b-eab07de67a28,TGS,1
Zwangsprostitution zunehmend digital,"Die Covid-Pandemie hat Prostitution und Sexarbeit in Deutschland nachhaltig verändert: immer mehr Abläufe finden online statt. Für Beratungen und Ermittler wird es dadurch schwieriger, jenen zu helfen, die sexuell ausgebeutet werden.",Negative,https://www.tagesschau.de/investigativ/ndr-wdr/zwangsprostitution-digital-100.html,2024-02-25T17:02:00.000Z,c80be877-f6c5-4066-9842-428e82e67574,TGS,-1
Scheinvaterschaften belasten den Sozialstaat,"Eine Gesetzeslücke sorgt für tausendfachen Missbrauch: Männer erkennen Vaterschaften für ausländische Kinder an, die nicht ihre sind. Dafür bekommen die Kinder und ihre Mütter Aufenthaltstitel und Sozialleistungen. Von C. Humbs und O. Sundermeyer.",Negative,https://www.tagesschau.de/investigativ/rbb/missbrauch-vaterschaftsanerkennung-100.html,2024-02-22T05:05:50.000Z,b41f93ba-d803-46f4-a0e3-96d8ca15fdad,TGS,-1
Richtungsstreit in der WerteUnion: Wer ist noch an Bord?,Kurz nach der Parteigründung gehen prominente Mitstreiter auf Distanz zur WerteUnion: Die Vereinsmitglieder Otte und Krall haben ihren Austritt erklärt. Es geht vor allem um das Verhältnis zur AfD. Von Katja Riedel.,Negative,https://www.tagesschau.de/investigativ/ndr-wdr/werteunion-richtungsstreit-union-afd-100.html,2024-02-21T18:36:59.000Z,7884f1ff-2517-404a-8041-47d5b0c1ee90,TGS,-1
Angebliche Doppelgänger: Wie viele Putins gibt es wirklich?,"Das Gerücht gibt es schon seit Jahren: Russland Präsident Putin soll Doppelgänger seine öffentliche Auftritte wahrnehmen lassen. Zuletzt sollten ""Super-Recognizer"" verdächtige Bilder untersuchen. Auch sie konnten keine Beweise liefern. Von Wulf Rohwedder.",Neutral,https://www.tagesschau.de/faktenfinder/putin-doppelgaenger-102.html,2024-02-23T13:21:28.000Z,9245e067-e899-4683-8556-8a2e6b21b922,TGS,1
Streit über Arbeitszeit: Funktioniert die 35-Stunden-Woche?,Personalmangel ist ein Problem in fast allen Branchen. Trotzdem bieten immer mehr Unternehmen ihren Mitarbeitern sogar freiwillig verkürzte Arbeitszeiten bei gleichem Lohn an. Ein Widerspruch? Von Michael Houben.,Neutral,https://www.tagesschau.de/wirtschaft/arbeitsmarkt/arbeitszeit-35-stunden-woche-100.html,2024-02-26T07:57:06.000Z,56949f03-f2b6-4060-a501-b0cda0cb5429,TGS,1
Warum es auf öffentlichen Gebäuden kaum Photovoltaik-Anlagen gibt,Photovoltaik-Anlagen sind auf neuen Wohnhäusern ein gewohntes Bild. Aber ausgerechnet der Staat gibt nicht nur bei den eigenen Neubauten bisher ein schlechtes Beispiel ab. Von Steffen Clement.,Negative,https://www.tagesschau.de/wirtschaft/energie/energiewende-institutionen-100.html,2024-02-25T17:58:27.000Z,3482d9e8-0c15-45f4-a6ee-a1705666fbaa,TGS,-1
"Wetter Deutschland: Wolken, Temperaturen, Wind und Aussichten","Am Montag ist es in der Westhälfte oft stark bewölkt, im Westen und Südwesten fällt auch Regen. In der Osthälfte ist es teils aufgelockert mit Sonnenschein, teils stärker bewölkt und meist trocken. 6 bis 14 Grad.",Neutral,https://www.tagesschau.de/wetter/deutschland/wettervorhersage-deutschland-100.html,2024-02-26T10:00:23.000Z,48b3998c-6036-46af-937d-9cf4ea1829cf,TGS,1
Regenradar für Deutschland,Verfolgen Sie hier die Wetterfronten über Deutschland - das Regenradar zeigt die Niederschlagsmenge.,Neutral,https://www.tagesschau.de/wetter/regenradar-deutschland/regenradar-deutschland-102.html,2023-10-03T14:56:54.000Z,591e78d4-d358-40f6-ade6-b5f2575d7a16,TGS,1
Wetterthema:,Bei ruhigem Wetter entsteht im Winter häufig Nebel.,Neutral,https://www.tagesschau.de/wetter/wetterthema/nebel-146.html,2024-02-26T10:13:24.000Z,1e9d4343-b409-454c-b492-5cc65cc32120,TGS,1
11KM-Podcast: Schlaflos im Krieg,"Kann man sich an alles gewöhnen, auch an Krieg? ARD-Korrespondentin Andrea Beer hat für 11KM Sprachnachrichten aus der Ukraine geschickt: über Ärzte an der Front, Frauen, die zu Hebammen werden und Zukunftsträume von Kindern.",Negative,https://www.tagesschau.de/multimedia/podcast/11km-ukraine-alltag-krieg-korrespondentin-sprachnachrichten-100.html,2024-02-23T05:40:32.000Z,e8a2f6e7-c525-4020-8674-dc055952d644,TGS,-1
"Podcast ""mal angenommen"": Leihmutterschaft erlaubt? Was dann?","Mal angenommen, in Deutschland wäre Leihmutterschaft erlaubt. Könnten sich dann mehr Familien den Kinderwunsch erfüllen? Würden die Frauen ausgebeutet werden? Ein Gedankenexperiment.",Neutral,https://www.tagesschau.de/multimedia/podcast/malangenommen/malangenommen-leihmutterschaft-100.html,2024-02-22T08:06:26.000Z,a66ed902-c0d5-4273-8bea-95882e93ca76,TGS,1
